Id,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,SalePrice,Bsmt Bath,Bath AbvGr,Total SF,Overall Qu Co Avg,Age Sold,Remodel Age,Second Story
1038,527425035,20,RL,0,12735,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,600,Unf,0,264,864,GasA,TA,Y,SBrkr,864,0,0,864,3,1,TA,6.0,Typ,0,NA,Detchd,1980,Unf,2.0,576.0,TA,TA,Y,216,0,0,0,0,0,NA,MnWw,NA,0,4,2008,COD,111250,0.0,1.0,1728,4.5,36,36,1
1763,528326060,60,RL,0,11000,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,969,969,GasA,Ex,Y,SBrkr,997,1288,0,2285,4,1,Gd,10.5,Typ,1,TA,BuiltIn,2000,Fin,3.0,648.0,TA,TA,Y,0,56,0,0,0,0,NA,NA,NA,0,6,2007,WD ,248000,0.0,2.5,3254,6.5,7,7,0
1283,535477090,20,RL,69,7590,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1117,1117,GasA,Ex,Y,SBrkr,1117,0,0,1117,3,1,TA,7.0,Typ,0,NA,Attchd,1963,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,5,2008,COD,136870,0.0,1.0,2234,5.0,45,45,1
2803,907290160,120,RM,37,4435,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170,Gd,TA,PConc,Gd,TA,Av,GLQ,717,Unf,0,131,848,GasA,Ex,Y,SBrkr,848,0,0,848,1,1,Gd,5.0,Typ,0,NA,Attchd,2003,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,NA,NA,NA,0,4,2006,WD ,133000,1.0,1.0,1696,5.5,3,3,1
1927,535180030,20,RL,72,10152,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120,TA,TA,CBlock,TA,TA,No,BLQ,586,Unf,0,462,1048,GasA,TA,Y,SBrkr,1048,0,0,1048,3,1,TA,7.0,Typ,0,NA,Attchd,1956,Unf,1.0,286.0,TA,TA,Y,0,20,0,0,192,0,NA,NA,NA,0,6,2007,WD ,135000,1.0,1.0,2096,5.0,51,51,1
1036,527402130,20,RL,68,10295,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,72,TA,TA,CBlock,Gd,TA,Mn,Rec,252,Unf,0,684,936,GasA,TA,Y,SBrkr,936,0,0,936,2,1,TA,5.0,Typ,0,NA,Attchd,1969,Unf,1.0,288.0,TA,TA,Y,16,0,0,0,0,0,NA,NA,NA,0,9,2008,COD,111900,0.0,1.0,1872,5.0,39,39,1
1237,535151160,20,RL,70,7763,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Rec,504,BLQ,108,319,931,GasA,TA,Y,SBrkr,1283,0,0,1283,3,1,TA,7.0,Typ,0,NA,Detchd,1980,Unf,2.0,506.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,10,2008,WD ,140000,1.0,1.0,2214,6.0,46,28,1
1375,904101170,50,RL,80,17120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,1959,1959,Gable,CompShg,WdShing,Plywood,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,Y,SBrkr,1120,468,0,1588,4,1,TA,9.0,Min2,1,Gd,Detchd,1991,Fin,2.0,680.0,TA,TA,N,0,59,0,0,0,0,NA,NA,NA,0,7,2008,WD ,134432,0.0,2.0,1588,4.0,49,49,0
1643,527256040,20,RL,81,13870,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,StoneBr,PosA,PosA,1Fam,1Story,2006,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,250,Ex,TA,PConc,Ex,TA,Gd,GLQ,1152,Unf,0,590,1742,GasA,Ex,Y,SBrkr,2042,0,0,2042,3,1,Ex,10.0,Typ,1,Gd,Attchd,2007,Fin,3.0,724.0,TA,TA,Y,240,52,0,0,174,0,NA,NA,NA,0,10,2007,New,455000,1.0,2.0,3784,7.5,1,0,1
2453,528365090,60,RL,92,10120,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391,Gd,TA,PConc,Gd,TA,No,GLQ,740,Unf,0,425,1165,GasA,Ex,Y,SBrkr,1203,1323,0,2526,4,1,Gd,10.5,Typ,1,TA,Attchd,1994,RFn,3.0,844.0,TA,TA,Y,309,78,0,0,0,0,NA,NA,NA,0,12,2006,WD ,290000,1.0,2.5,3691,6.5,12,12,0
2129,907187040,60,RL,47,10820,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,342,Unf,0,646,988,GasA,Ex,Y,SBrkr,988,885,0,1873,3,1,Gd,9.5,Typ,1,TA,Attchd,1999,RFn,2.0,597.0,TA,TA,Y,202,123,0,0,0,0,NA,NA,NA,0,3,2007,WD ,235500,0.0,2.5,2861,6.0,8,8,0
2640,902104020,50,RM,60,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Rec,381,Unf,0,399,780,GasA,Ex,Y,SBrkr,940,476,0,1416,3,1,Gd,8.0,Typ,0,NA,Detchd,1956,Unf,2.0,400.0,TA,TA,Y,0,24,0,0,0,0,NA,NA,NA,0,6,2006,WD ,156500,0.5,1.0,2196,7.0,106,2,0
2437,528275060,60,RL,0,8121,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,953,953,GasA,Ex,Y,SBrkr,953,711,0,1664,3,1,TA,9.5,Typ,1,TA,Attchd,2000,RFn,2.0,460.0,TA,TA,Y,100,40,0,0,0,0,NA,NA,NA,0,1,2006,WD ,172400,0.0,2.5,2617,5.5,6,6,0
1123,528462040,20,FV,95,11639,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,2007,2008,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1428,1428,GasA,Ex,Y,SBrkr,1428,0,0,1428,3,1,Gd,8.0,Typ,0,NA,Attchd,2007,Fin,2.0,480.0,TA,TA,Y,0,120,0,0,0,0,NA,NA,NA,0,12,2008,New,182000,0.0,2.0,2856,6.0,1,0,1
2398,528150080,20,RL,121,13758,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,430,Ex,TA,PConc,Ex,TA,Gd,GLQ,1232,Unf,0,560,1792,GasA,Ex,Y,SBrkr,1792,0,0,1792,2,1,Gd,8.0,Typ,1,Gd,Attchd,2005,RFn,3.0,925.0,TA,TA,Y,204,49,0,0,0,0,NA,NA,NA,0,3,2006,New,372397,1.0,2.0,3584,7.0,1,0,1
1420,906204280,60,RL,0,9771,Pave,NA,IR3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,1995,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,190,Gd,TA,PConc,Gd,TA,No,LwQ,779,Unf,0,298,1077,GasA,Ex,Y,SBrkr,1093,1721,0,2814,4,1,Gd,11.5,Typ,1,TA,BuiltIn,1995,Fin,2.0,614.0,TA,TA,Y,48,32,0,0,216,0,NA,GdPrv,NA,0,6,2008,WD ,260000,0.5,2.5,3891,5.5,13,6,0
2693,903454020,30,RM,50,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,610,610,GasA,Ex,N,FuseA,819,0,0,819,2,1,Gd,5.0,Typ,0,NA,NA,2006,NA,0.0,0.0,NA,NA,N,0,0,0,0,0,0,NA,NA,NA,0,9,2006,WD ,72000,0.0,1.0,1429,4.5,87,56,1
1370,903481100,190,RM,60,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0,Fa,Fa,PConc,TA,Fa,No,Unf,0,Unf,0,536,536,GasA,Ex,N,FuseF,808,536,0,1344,3,2,TA,10.0,Typ,0,NA,NA,2008,NA,0.0,0.0,NA,NA,N,42,0,204,0,0,0,NA,NA,NA,0,5,2008,WD ,82375,0.0,2.0,1880,3.0,93,58,0
392,527378140,80,RL,0,10448,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,689,689,GasA,TA,Y,SBrkr,1378,741,0,2119,3,1,TA,9.5,Typ,1,TA,Attchd,1972,RFn,2.0,583.0,TA,TA,Y,0,104,0,0,0,0,NA,GdPrv,NA,0,8,2009,COD,158000,0.0,2.5,2808,6.0,37,37,0
1351,903236010,50,RM,50,8635,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,336,GLQ,41,295,672,GasA,TA,Y,SBrkr,1072,213,0,1285,2,1,TA,7.0,Min1,0,NA,Detchd,1948,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,1,2008,WD ,127000,1.0,1.0,1957,5.0,60,7,0
246,906201120,20,RL,83,11980,Pave,NA,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,1987,1987,Gable,CompShg,Plywood,Plywood,BrkFace,177,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1433,Unf,0,0,1433,GasA,Ex,Y,SBrkr,1433,0,0,1433,1,1,Gd,5.5,Typ,2,TA,Attchd,1987,RFn,2.0,528.0,Gd,Gd,Y,0,278,0,0,266,0,NA,MnPrv,NA,0,6,2010,WD ,270000,1.0,1.5,2866,6.0,23,23,1
802,906201130,50,RL,79,12327,Pave,NA,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1441,Unf,0,55,1496,GasA,Ex,Y,SBrkr,1496,636,0,2132,1,1,Gd,6.5,Min2,1,Gd,BuiltIn,1983,Fin,2.0,612.0,Gd,TA,Y,349,40,0,0,0,0,NA,NA,NA,0,9,2009,WD ,316600,1.0,1.5,3628,8.0,26,0,0
1404,905402090,80,RL,124,11512,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,300,1019,GasA,Gd,Y,SBrkr,1357,0,0,1357,2,1,Ex,6.0,Typ,1,Gd,Basment,1959,RFn,1.0,312.0,TA,TA,Y,0,0,0,0,163,0,NA,GdPrv,NA,0,5,2008,WD ,177000,1.0,1.0,2376,6.5,49,2,1
803,906203120,20,RL,90,14684,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485,BLQ,177,1496,2158,GasA,Gd,Y,SBrkr,2196,0,0,2196,3,1,Gd,9.0,Typ,1,TA,Attchd,1990,RFn,3.0,701.0,TA,TA,Y,84,70,0,0,0,0,NA,NA,NA,0,6,2009,WD ,271900,0.0,2.0,4354,7.0,19,18,1
1595,923225150,160,RM,0,2665,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0,TA,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,264,264,GasA,TA,Y,SBrkr,616,688,0,1304,3,1,TA,5.5,Typ,1,Gd,BuiltIn,1976,Fin,1.0,336.0,TA,TA,Y,141,24,0,0,0,0,NA,NA,NA,0,6,2008,WD ,115000,0.0,1.5,1568,5.5,32,32,0
1319,902330010,70,RM,50,5250,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259,Unf,0,425,684,OthW,Fa,N,SBrkr,938,1215,205,2358,4,1,TA,10.0,Typ,0,NA,NA,2008,NA,0.0,0.0,NA,NA,Y,0,54,20,0,0,0,NA,NA,NA,0,12,2008,WD ,122000,0.0,2.0,3042,6.5,136,21,0
2231,909475230,20,RL,70,18044,Pave,NA,IR1,HLS,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,1986,1986,Gable,CompShg,WdShing,Plywood,None,0,Gd,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,279,279,GasA,Gd,Y,SBrkr,2726,0,0,2726,2,1,Gd,8.5,Typ,1,Gd,Attchd,1986,Fin,2.0,691.0,Gd,Gd,Y,216,64,169,0,0,228,Ex,NA,NA,0,8,2007,WD ,315000,0.0,2.5,3005,6.5,21,21,1
2162,907410050,60,RL,79,9245,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,939,939,GasA,Ex,Y,SBrkr,939,858,0,1797,3,1,Gd,10.5,Typ,0,NA,Attchd,2006,RFn,2.0,639.0,TA,TA,Y,144,53,0,0,0,0,NA,NA,NA,0,4,2007,WD ,213500,0.0,2.5,2736,6.0,1,1,0
2622,535451190,20,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,NA,NA,NA,NA,0,NA,0,0,0,GasA,TA,Y,FuseF,1040,0,0,1040,2,1,TA,6.0,Typ,0,NA,Detchd,1950,Unf,2.0,625.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD ,109500,0.0,1.0,1040,6.0,56,56,1
1300,902201120,20,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,104,BLQ,169,516,789,GasA,Ex,Y,SBrkr,789,0,0,789,2,1,TA,6.0,Typ,0,NA,Detchd,1948,Unf,1.0,250.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,4,2008,WD ,115000,0.0,1.0,1578,5.0,60,58,1
2505,533206040,120,FV,34,3628,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1143,1143,GasA,Ex,Y,SBrkr,1143,0,0,1143,1,1,Gd,6.5,Typ,1,Gd,Attchd,2004,RFn,2.0,588.0,TA,TA,Y,0,191,0,0,0,0,NA,NA,NA,0,5,2006,WD ,176400,0.0,1.5,2286,6.0,2,2,1
582,534127170,20,RL,0,9156,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1489,1489,GasA,Gd,Y,SBrkr,1489,0,0,1489,3,1,Gd,9.0,Typ,1,Gd,Attchd,1968,RFn,2.0,462.0,TA,TA,Y,0,0,0,0,0,0,NA,NA,NA,0,8,2009,WD ,185750,0.0,2.0,2978,6.5,41,41,1
1458,907254020,60,RL,73,9066,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320,Gd,TA,PConc,Gd,TA,Mn,GLQ,668,Unf,0,336,1004,GasA,Ex,Y,SBrkr,1004,848,0,1852,3,1,Gd,9.5,Typ,2,TA,Attchd,1999,Fin,3.0,660.0,TA,TA,Y,224,106,0,0,0,0,NA,GdPrv,NA,0,12,2008,WD ,230000,0.0,2.5,2856,6.5,9,8,0
281,908203100,20,RL,64,6410,Pave,NA,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,1958,1958,Hip,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,960,960,GasA,Ex,Y,SBrkr,960,0,0,960,3,1,TA,6.0,Typ,0,NA,NA,2010,NA,0.0,0.0,NA,NA,Y,0,0,0,0,0,0,NA,MnPrv,NA,0,5,2010,WD ,90000,0.0,1.0,1920,4.5,52,52,1
1499,908154235,60,RL,313,63887,Pave,NA,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644,Unf,0,466,6110,GasA,Ex,Y,SBrkr,4692,950,0,5642,3,1,Ex,14.5,Typ,3,Gd,Attchd,2008,Fin,2.0,1418.0,TA,TA,Y,214,292,0,0,0,480,Gd,NA,NA,0,1,2008,New,160000,2.0,2.5,11752,7.5,0,0,0
2298,923230180,85,RL,54,7244,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,Gd,TA,Av,ALQ,619,Unf,0,149,768,GasA,Ex,Y,SBrkr,768,0,0,768,2,1,TA,6.0,Typ,0,NA,Detchd,1987,Unf,2.0,624.0,TA,TA,Y,104,0,0,0,0,0,NA,NA,NA,0,4,2007,WD ,129500,1.0,1.0,1536,6.0,37,37,1
2580,535180020,20,RL,72,10152,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,BLQ,914,Unf,0,210,1124,GasA,Ex,Y,SBrkr,1124,0,0,1124,3,1,TA,7.0,Typ,1,TA,Attchd,1956,Fin,1.0,353.0,TA,TA,Y,0,211,180,0,142,0,NA,NA,NA,0,5,2006,WD ,153000,1.0,1.0,2248,6.0,50,12,1
568,533210020,160,FV,30,3000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76,Gd,TA,PConc,Gd,TA,Av,GLQ,294,Unf,0,318,612,GasA,Ex,Y,SBrkr,612,612,0,1224,2,1,Gd,6.5,Typ,0,NA,Detchd,2009,RFn,2.0,528.0,TA,TA,Y,0,234,0,0,0,0,NA,NA,NA,0,6,2009,New,173733,0.0,2.5,1836,5.5,0,0,0
1807,531363020,20,RL,63,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1100,1100,GasA,Ex,Y,SBrkr,1100,0,0,1100,3,1,TA,7.5,Typ,0,NA,NA,2007,NA,0.0,0.0,NA,NA,Y,0,136,0,0,0,0,NA,NA,NA,0,6,2007,New,146000,0.0,1.5,2200,5.5,1,0,1
129,534431070,50,RL,120,17360,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,1949,1950,Gable,CompShg,MetalSd,MetalSd,Stone,340,TA,Gd,CBlock,TA,TA,No,Rec,300,Unf,0,482,782,GasA,TA,Y,SBrkr,1019,537,0,1556,3,1,TA,8.0,Typ,1,Gd,Attchd,1949,Unf,2.0,470.0,TA,TA,Y,0,0,150,0,0,0,NA,NA,NA,0,1,2010,WD ,172500,0.0,2.0,2338,6.0,61,60,0
2294,923229100,80,RL,0,15957,Pave,NA,IR1,Low,AllPub,Corner,Mod,Mitchel,Norm,Norm,1Fam,SLvl,1977,1977,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,PConc,Gd,TA,Gd,GLQ,1148,Unf,0,96,1244,GasA,TA,Y,SBrkr,1356,0,0,1356,3,1,TA,8.0,Typ,1,TA,Attchd,1977,Fin,2.0,528.0,TA,TA,Y,1424,0,0,0,0,0,NA,MnPrv,NA,0,9,2007,WD ,188000,2.0,2.0,2600,6.0,30,30,1
1860,533254130,20,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,1Story,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,978,Unf,0,284,1262,GasA,Ex,Y,SBrkr,1262,0,0,1262,3,1,TA,8.0,Typ,1,TA,Attchd,1976,RFn,2.0,460.0,TA,TA,Y,298,0,0,0,0,0,NA,NA,NA,0,5,2007,WD ,181500,0.5,2.0,2524,7.0,31,31,1
839,907131090,60,RL,43,10667,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,GLQ,385,ALQ,344,70,799,GasA,Ex,Y,SBrkr,827,834,0,1661,3,1,Gd,8.5,Typ,1,TA,Attchd,1996,RFn,2.0,550.0,TA,TA,Y,158,61,0,0,0,0,NA,NA,NA,0,4,2009,ConLw,212000,1.0,2.5,2460,6.5,13,13,0
2349,527355060,60,RL,81,10530,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,68,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,945,945,GasA,TA,Y,SBrkr,945,912,0,1857,4,1,TA,10.5,Typ,1,TA,Attchd,1978,RFn,2.0,482.0,TA,TA,Y,400,105,0,0,0,0,NA,GdPrv,NA,0,7,2006,WD ,188900,0.0,2.5,2802,6.0,28,28,0
1903,534450110,20,RL,50,5000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,1946,1950,Gable,CompShg,WdShing,Wd Shng,None,0,Fa,Fa,CBlock,Fa,Fa,No,LwQ,299,Unf,0,367,666,GasA,Fa,N,SBrkr,666,0,0,666,2,1,Gd,5.0,Typ,0,NA,NA,2007,NA,0.0,0.0,NA,NA,N,0,52,0,0,0,0,NA,MnPrv,NA,0,4,2007,WD ,64500,0.5,1.0,1332,3.0,61,57,1
234,905352140,60,RL,0,17082,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,2Story,1978,1992,Gable,CompShg,VinylSd,VinylSd,BrkFace,288,TA,TA,PConc,Gd,TA,Av,ALQ,964,Unf,0,153,1117,GasA,Ex,Y,SBrkr,1117,864,0,1981,4,1,Gd,10.5,Typ,1,TA,Attchd,1978,Fin,2.0,522.0,TA,TA,Y,336,104,0,0,0,0,NA,NA,NA,0,5,2010,WD ,230000,1.0,2.5,3098,5.5,32,18,0
2172,908127060,50,RL,74,16287,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,1925,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,130,BLQ,105,666,901,GasA,TA,Y,SBrkr,901,450,0,1351,3,1,TA,8.0,Typ,1,Gd,Detchd,1975,Unf,2.0,576.0,TA,TA,N,0,0,43,0,100,0,NA,NA,NA,0,7,2007,WD ,122000,1.0,1.0,2252,5.5,82,57,0
2588,535325340,20,RL,65,11050,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,488,Unf,0,517,1005,GasA,Ex,Y,SBrkr,1005,0,0,1005,2,1,TA,7.0,Typ,1,TA,Attchd,1956,Unf,1.0,319.0,TA,TA,Y,0,0,0,0,288,0,NA,NA,NA,0,7,2006,WD ,133500,0.0,1.0,2010,5.0,50,50,1
1289,902105020,50,RM,60,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493,Unf,0,1017,1510,GasW,Ex,Y,SBrkr,1584,1208,0,2792,5,1,TA,10.0,Mod,2,TA,Detchd,1920,Unf,2.0,520.0,Fa,TA,Y,0,547,0,0,480,0,NA,MnPrv,Shed,1150,6,2008,WD ,256000,0.0,2.0,4302,6.5,88,58,0
